OBJECTID,Neighbourhood,Hood_ID,F2020_Population_Projection,Assault_2014,Assault_2015,Assault_2016,Assault_2017,Assault_2018,Assault_2019,Assault_2020,Assault_Rate2014,Assault_Rate2015,Assault_Rate2016,Assault_Rate2017,Assault_Rate2018,Assault_Rate2019,Assault_Rate2020,AutoTheft_2014,AutoTheft_2015,AutoTheft_2016,AutoTheft_2017,AutoTheft_2018,AutoTheft_2019,AutoTheft_2020,AutoTheft_Rate2014,AutoTheft_Rate2015,AutoTheft_Rate2016,AutoTheft_Rate2017,AutoTheft_Rate2018,AutoTheft_Rate2019,AutoTheft_Rate2020,BreakAndEnter_2014,BreakAndEnter_2015,BreakAndEnter_2016,BreakAndEnter_2017,BreakAndEnter_2018,BreakAndEnter_2019,BreakAndEnter_2020,BreakAndEnter_Rate2014,BreakAndEnter_Rate2015,BreakAndEnter_Rate2016,BreakAndEnter_Rate2017,BreakAndEnter_Rate2018,BreakAndEnter_Rate2019,BreakAndEnter_Rate2020,Robbery_2014,Robbery_2015,Robbery_2016,Robbery_2017,Robbery_2018,Robbery_2019,Robbery_2020,Robbery_Rate2014,RobberyRate_2015,Robbery_Rate2016,Robbery_Rate2017,Robbery_Rate2018,Robbery_Rate2019,Robbery_Rate2020,TheftOver_2014,TheftOver_2015,TheftOver_2016,TheftOver_2017,TheftOver_2018,TheftOver_2019,TheftOver_2020,TheftOver_Rate2014,TheftOver_Rate2015,TheftOver_Rate2016,TheftOver_Rate2017,TheftOver_Rate2018,TheftOver_Rate2019,TheftOver_Rate2020,Homicide_2014,Homicide_2015,Homicide_2016,Homicide_2017,Homicide_2018,Homicide_2019,Homicide_2020,Homicide_Rate2014,Homicide_Rate2015,Homicide_Rate2016,Homicide_Rate2017,Homicide_Rate2018,Homicide_Rate2019,Homicide_Rate2020,Shootings_2014,Shootings_2015,Shootings_2016,Shootings_2017,Shootings_2018,Shootings_2019,Shootings_2020,Shooting_Rate2014,Shootings_Rate2015,Shootings_Rate2016,Shootings_Rate2017,Shootings_Rate2018,Shootings_Rate2019,Shootings_Rate2020,Shape__Area,Shape__Length
31,Princess-Rosethorn,010,12291,22,14,29,25,20,29,24,192.8471,123.2828,255.7996,215.9641,169.2907,240.285,195.2648,21,20,24,19,21,28,20,184.0813,176.1183,211.6962,164.1327,177.7552,231.9993,162.7207,34,29,33,29,22,33,12,298.0365,255.3716,291.0823,250.5183,186.2197,273.4278,97.63242,17,3,34,6,4,14,9,149.0182,26.41775,299.903,51.83138,33.85814,115.9997,73.22431,3,4,2,3,6,5,4,26.29733,35.22367,17.64135,25.91569,50.7872,41.42845,32.54414,0,0,1,0,1,0,0,0,0,0.8820676,0,0,0,0,0,0,1,1,1,1,1,0,0,0.8820676,0.8638563,0.8464534,0.8285691,0.8136035,5171203.28125,11051.877757467
32,North Riverdale,068,12585,35,57,48,55,54,71,31,282.2353,462.3621,390.8158,445.0198,434.2581,567.0927,246.325,8,8,5,7,11,19,13,64.51093,64.89293,40.70998,56.63889,88.45999,151.7572,103.2976,43,51,41,28,33,43,34,346.7462,413.6924,333.8218,226.5555,265.38,343.4505,270.1629,20,30,34,21,19,22,14,161.2773,243.3485,276.8279,169.9167,152.7945,175.7189,111.2435,3,2,6,3,5,5,2,24.1916,16.22323,48.85198,24.27381,40.20909,39.9361,15.89193,0,0,1,1,2,0,0,0,0,0.8141996,0.809127,0,0,0,0,0,2,1,2,2,0,0,0,1.628399,0.809127,1.608364,1.597444,0,1786040.72900391,5475.63566796403
33,Etobicoke West Mall,013,13072,43,59,47,52,45,50,63,362.441,490.8894,384.7413,418.6458,356.0408,389.1051,481.9461,11,14,15,9,9,12,10,92.71747,116.4822,122.7898,72.45793,71.20817,93.38522,76.49939,25,25,14,8,16,8,13,210.7215,208.004,114.6038,64.40705,126.5923,62.25681,99.4492,10,9,4,5,4,11,10,84.2886,74.88144,32.74394,40.25441,31.64807,85.60311,76.49939,0,3,0,4,3,6,7,0,24.96048,0,32.20353,23.73606,46.69261,53.54957,1,0,1,0,0,2,1,0.842886041807148,0,0.8185986,0,1.582404,1.55642,0.7649939,1,4,2,1,3,3,6,0.842886,3.328064,1.637197,0.8050882,2.373605,2.33463,4.589963,1796641.64575195,6476.05876420878
34,Forest Hill North,102,13588,31,33,31,44,39,41,41,237.2752,251.9661,235.1692,331.3503,291.3056,303.9964,301.7368,12,14,7,11,23,27,40,91.84845,106.8947,53.10271,82.83756,171.7956,200.1928,294.3774,38,36,19,46,42,38,45,290.8534,274.8721,144.1359,346.4116,313.7138,281.7528,331.1746,8,6,9,9,16,22,16,61.2323,45.81202,68.27492,67.77619,119.51,163.12,117.751,3,4,2,3,0,3,7,22.96211,30.54135,15.1722,22.59206,0,22.24364,51.51604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.7469376,0.7414547,0,1569106.00561523,5693.11590493732
35,Glenfield-Jane Heights,025,33031,286,298,301,272,293,339,279,899.5408,944.5325,958.6598,855.8573,909.3166,1039.208,844.6611,44,50,62,49,67,83,124,138.3909,158.4786,197.4648,154.1802,207.9325,254.4373,375.4049,36,36,30,42,38,36,49,113.2289,114.1046,95.54749,132.1544,117.9318,110.3584,148.3455,42,42,66,51,48,47,49,132.1004,133.122,210.2045,160.4732,148.9665,144.079,148.3455,7,7,9,7,11,12,19,22.01673,22.187,28.66425,22.02574,34.13817,36.78612,57.52172,0,0,1,3,0,2,1,0,0,0.3184916,0.9439602,0.6206939,0.613102,0.3027459,8,16,21,20,24,30,34,2.516198,5.071315,6.688324,6.293068,7.448327,9.196529,10.29336,5149746.89477539,11437.3630678548
36,Greenwood-Coxwell,065,15470,103,132,96,74,118,122,114,696.652,889.9077,643.3885,491.629,775.9074,795.2027,736.9102,14,17,13,12,18,27,29,94.69057,114.6093,87.12553,79.72363,118.3588,175.9875,187.4596,48,34,62,33,38,48,41,324.6534,229.2186,415.5218,219.24,249.8685,312.8666,265.0291,15,20,12,20,19,8,21,101.4542,134.8345,80.42356,132.8727,124.9342,52.14444,135.7466,4,7,7,8,6,4,4,27.05445,47.19207,46.91375,53.14908,39.45292,26.07222,25.8565,3,1,1,0,0,0,2,2.02908353060534,0.6741725,0.6701964,0,0,0,1.292825,2,2,2,1,0,5,3,1.352722,1.348345,1.340393,0.6643636,0,3.259027,1.939237,1675174.69580078,6843.00227817039
37,Guildwood,140,10679,51,38,44,44,47,30,35,503.853,375.2716,433.0709,427.9739,451.099,284.468,327.746,2,0,4,5,2,3,11,19.75894,0,39.37008,48.6334,19.1957,28.4468,103.0059,13,20,18,10,16,10,3,128.4331,197.5114,177.1654,97.2668,153.5656,94.82269,28.09252,16,6,8,10,5,7,3,158.0715,59.25341,78.74016,97.2668,47.98925,66.37588,28.09252,1,2,1,4,1,1,1,9.879471,19.75113,9.84252,38.90672,9.59785,9.482268,9.364173,0,0,0,0,0,1,0,0,0,0,0,0.959785,0.9482268,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9364173,3804331.12084961,9830.06441832583
38,Trinity-Bellwoods,081,18270,118,115,130,136,126,117,105,680.6252,666.319,754.8046,778.032,709.7792,649.4948,574.7126,13,17,21,16,18,24,13,74.98414,98.49934,121.93,91.53318,101.397,133.2297,71.1549,67,55,46,69,63,110,86,386.4567,318.6743,267.0847,394.7368,354.8896,610.6362,470.717,23,16,18,19,14,18,20,132.6642,92.70525,104.5114,108.6957,78.86436,99.92228,109.4691,11,7,2,6,8,2,8,63.44812,40.55855,11.61238,34.32494,45.06535,11.10248,43.78763,0,0,1,0,0,0,2,0,0,0.5806189,0,0,0,1.094691,1,3,4,3,0,1,1,0.5768011,1.738224,2.322476,1.716247,0,0.5551238,0.5473454,1729723.55419922,5343.1215061231
39,Victoria Village,043,19005,105,131,129,79,111,125,113,586.3301,730.5376,715.5139,432.7108,599.7731,666.2403,594.5804,20,14,20,11,12,16,16,111.6819,78.07272,110.9324,60.25086,64.84033,85.27876,84.18837,39,46,22,32,36,59,34,217.7798,256.5247,122.0256,175.2752,194.521,314.4654,178.9003,8,15,12,11,13,13,11,44.67277,83.64935,66.55943,60.25086,70.24369,69.28899,57.87951,5,6,4,5,3,5,5,27.92048,33.45974,22.18648,27.38675,16.21008,26.64961,26.30887,0,0,1,0,0,1,0,0,0,0.5546619,0,0.5403361,0.5329922,0,2,0,3,1,2,6,4,1.116819,0,1.663986,0.5477351,1.080672,3.197953,2.104709,4755219.19970703,11800.3415707699
40,Waterfront Communities-The Island,077,87808,708,806,866,869,897,831,757,1173.429,1245.48,1246.833,1176.725,1143.316,1000.349,862.1082,55,43,38,60,61,61,67,91.15619,66.44621,54.7109,81.24687,77.75059,73.43116,76.30284,160,188,213,258,335,337,351,265.1816,290.509,306.669,349.3615,426.9909,405.6771,399.7358,72,50,72,72,116,93,83,119.3317,77.26303,103.6628,97.49624,147.8536,111.9524,94.52441,46,47,58,52,60,75,56,76.23972,72.62725,83.5061,70.41396,76.47599,90.28422,63.77551,1,1,0,2,3,1,3,0.165738530893662,0.1545261,0,0.2708229,0.12746,0.120379,0.3416545,8,7,8,14,17,10,9,1.325908,1.081682,1.151808,1.89576,2.16682,1.203789,1.024963,13416295.0585938,18366.6080878935
41,West Hill,136,29669,347,395,422,412,425,445,336,1245.022,1410.714,1496.03,1442.678,1468.201,1518.305,1132.495,24,17,15,32,27,44,54,86.11101,60.71429,53.1764,112.0527,93.27392,150.1245,182.0082,89,66,72,87,103,77,57,319.3283,235.7143,255.2467,304.6432,355.8227,262.7179,192.1197,63,64,77,66,52,73,36,226.0414,228.5714,272.9722,231.1086,179.6387,249.0703,121.3388,7,6,8,10,5,4,9,25.11571,21.42857,28.36075,35.01646,17.27295,13.64769,30.33469,0,2,0,0,1,2,2,0,0.7142857,0,0,0.6909179,0.6823843,0.6741043,0,1,6,3,5,8,7,0,0.3571429,2.127056,1.050494,1.727295,2.729537,2.359365,9625439.61352539,14976.5717830339
42,West Humber-Clairville,001,37133,289,307,296,303,316,256,248,831.7504,888.3873,859.9901,863.6169,883.3478,702.0238,667.8696,306,260,320,318,503,484,396,880.6769,752.3801,929.7191,906.3702,1406.088,1327.264,1066.437,148,119,131,125,170,135,107,425.9483,344.3586,380.6037,356.2776,475.2188,370.2079,288.1534,85,75,92,123,91,72,75,244.6325,217.0327,267.2942,350.5772,254.3818,197.4442,201.9767,41,59,41,58,51,65,56,117.9992,170.7324,119.1203,165.3128,142.5656,178.2482,150.8092,0,3,4,0,2,2,3,0,0.8681309,1.162149,0,0.5590809,0.5484561,0.8079067,5,7,12,11,16,19,7,1.439015,2.025639,3.486446,3.135243,4.472647,5.210333,1.885116,30145323.902832,27924.1970319736
43,Westminster-Branson,035,28248,89,92,113,101,110,109,91,332.8969,342.6571,417.4517,369.4221,397.8156,389.9961,322.1467,30,20,24,19,35,34,48,112.2125,74.49067,88.66231,69.49525,126.5777,121.6501,169.9235,61,68,19,42,40,38,15,228.1653,253.2683,70.19099,153.6211,144.6602,135.9619,53.1011,14,6,12,16,16,8,17,52.36581,22.3472,44.33115,58.52231,57.86409,28.62356,60.18125,3,6,7,5,4,1,6,11.22125,22.3472,25.85984,18.28822,14.46602,3.577945,21.24044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,1.108279,0,0.3616506,0.3577946,0.3540074,3667761.81176758,11495.3648778872
44,Kennedy Park,124,18407,209,245,212,190,219,221,175,1185.479,1391.966,1201.405,1065.56,1214.575,1212.753,950.7253,25,12,12,27,28,25,31,141.8037,68.17795,68.00408,151.4217,155.2881,137.1893,168.4142,49,36,46,50,48,41,32,277.9353,204.5338,260.6823,280.4105,266.2082,224.9904,173.8469,71,64,27,56,32,25,25,402.7226,363.6157,153.0092,314.0598,177.4721,137.1893,135.8179,6,2,5,4,20,6,9,34.0329,11.36299,28.33503,22.43284,110.9201,32.92542,48.89444,0,0,0,0,2,1,0,0,0,0,0,0.5546004,0.5487571,0,3,0,2,4,4,2,1,1.701645,0,1.133401,2.243284,2.218402,1.097514,0.5432716,3580725.22900391,7606.63159319886
45,Kingsview Village-The Westway,006,23318,92,122,128,108,101,98,98,407.8737,540.7322,564.6478,473.4765,439.3597,423.2713,420.2762,57,49,42,37,55,40,58,252.7044,217.1793,185.275,162.2096,239.2553,172.7638,248.7349,38,33,34,39,39,27,13,168.4696,146.2636,149.9846,170.9776,169.6537,116.6156,55.75092,19,32,27,14,18,15,7,84.23479,141.8314,119.1054,61.37659,78.30172,64.78642,30.01973,5,4,5,6,3,2,7,22.16705,17.72892,22.05655,26.30425,13.05029,8.638189,30.01973,2,1,2,2,2,0,0,0.886682035821954,0.4432231,0.8822621,0.8768084,0,0,0,3,7,14,9,2,3,2,1.330023,3.102562,6.175835,3.945638,0.8700191,1.295728,0.8577065,5063371.16992188,10449.4060822459
46,Bayview Woods-Steeles,049,14020,36,43,37,34,41,45,33,263.6976,317.5775,274.3586,249.7062,298.0301,323.9274,235.378,16,7,18,21,7,21,15,117.1989,51.69867,133.4718,154.2303,50.88319,151.1661,106.99,22,34,33,38,29,21,33,161.1485,251.1078,244.6982,279.0834,210.8018,151.1661,235.378,6,1,0,5,8,6,1,43.9496,7.385524,0,36.7215,58.15221,43.19033,7.132668,4,1,1,3,2,2,2,29.29974,7.385524,7.415097,22.0329,14.53805,14.39678,14.26534,0,0,0,0,0,1,0,0,0,0,0,0.7269027,0.7198387,0,0,0,1,0,3,4,1,0,0,0.7415097,0,2.180708,2.879355,0.7132668,4088934.03808594,8253.15428242227
47,Clanton Park,033,18742,75,64,57,56,80,86,82,461.1979,385.3797,335.097,321.2299,447.5274,469.8683,437.52,69,29,50,28,40,43,44,424.3021,174.6252,293.9447,160.6149,223.7637,234.9342,234.7668,61,44,41,54,52,44,33,375.1076,264.9485,241.0347,309.7574,290.8928,240.3978,176.0751,7,7,4,13,11,12,16,43.04514,42.1509,23.51558,74.57121,61.53502,65.56302,85.36976,5,6,6,5,9,4,5,30.74652,36.12934,35.27337,28.68124,50.34683,21.85434,26.67805,0,0,1,0,0,0,0,0,0,0.5878895,0,0,0,0,1,2,0,1,0,1,3,0.6149305,1.204311,0,0.5736247,0,0.5463585,1.600683,4142429.39233398,10147.1619767237
48,Keelesdale-Eglinton West,110,12050,69,60,55,57,72,57,80,613.6606,530.6447,482.1178,492.7386,613.8107,479.1124,663.9004,18,14,15,25,20,33,22,160.0854,123.8171,131.4867,216.1134,170.503,277.3809,182.5726,23,20,14,13,31,18,23,204.5535,176.8816,122.7209,112.379,264.2796,151.2986,190.8714,32,20,23,22,19,11,11,284.5962,176.8816,201.6129,190.1798,161.9778,92.46028,91.28631,1,2,0,4,3,8,3,8.893632,17.68816,0,34.57815,25.57545,67.24384,24.89627,1,0,0,1,0,1,0,0.889363215937389,0,0,0.8644537,0.8525149,0.840548,0,2,6,2,3,5,0,3,1.778726,5.306448,1.753156,2.593361,4.262575,0,2.489627,1750773.86035156,5670.47209873444
49,O'Connor-Parkview,054,20156,185,166,134,133,134,143,118,968.2316,867.203,696.2486,683.2426,680.3066,717.2593,585.4336,20,12,7,10,20,28,20,104.6737,62.68937,36.37119,51.37162,101.5383,140.4424,99.22604,53,30,34,39,26,56,25,277.3853,156.7234,176.6601,200.3493,131.9998,280.8848,124.0325,30,16,28,22,10,14,19,157.0105,83.58583,145.4848,113.0176,50.76915,70.2212,94.26473,11,6,6,2,6,7,10,57.57052,31.34469,31.17531,10.27432,30.46149,35.1106,49.61302,1,0,1,2,0,0,0,0.523368399016067,0,0.5195885,1.027432,0,0,0,6,3,5,5,6,5,4,3.14021,1.567234,2.597942,2.568581,3.046149,2.5079,1.984521,4876767.01831055,10927.1779354989
50,Old East York,058,9817,55,54,48,45,62,50,29,581.1496,570.1014,505.1568,469.3856,641.5563,512.9257,295.4059,3,5,6,0,9,4,8,31.69907,52.78716,63.1446,0,93.12914,41.03406,81.49129,21,11,26,17,28,13,15,221.8935,116.1318,273.6266,177.3235,289.7351,133.3607,152.7962,17,7,10,6,7,12,5,179.6281,73.90202,105.241,62.58475,72.43378,123.1022,50.93206,4,3,2,2,0,3,4,42.26543,31.6723,21.0482,20.86158,0,30.77554,40.74564,0,0,1,0,1,0,0,0,0,1.05241,0,0,0,0,0,1,1,1,1,0,1,0,1.055743,1.05241,1.043079,1.034768,0,1.018641,2349933.43847656,7485.02465168495
51,Casa Loma,096,12334,26,35,43,34,44,54,61,233.9392,312.7793,380.531,294.5253,372.3449,447.3531,494.5679,3,3,5,8,18,6,18,26.99298,26.80965,44.24779,69.30007,152.3229,49.70591,145.9381,32,24,19,27,23,34,36,287.9251,214.4772,168.1416,233.8877,194.6348,281.6668,291.8761,8,5,1,10,6,8,3,71.98129,44.68275,8.849558,86.62508,50.77431,66.27454,24.32301,4,5,7,7,2,2,6,35.99064,44.68275,61.9469,60.63756,16.92477,16.56864,48.64602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1922539.63574219,5937.87964906831
52,Kensington-Chinatown,078,21196,347,398,377,447,459,400,423,1830.941,2118.035,2017.014,2316.542,2302.137,1945.052,1995.66,25,22,31,31,26,43,56,131.9122,117.0773,165.8552,160.6551,130.4043,209.0931,264.2008,103,99,81,107,241,278,175,543.4783,526.848,433.3636,554.519,1208.747,1351.811,825.6275,75,56,62,100,75,51,38,395.7366,298.015,331.7104,518.2421,376.1661,247.9942,179.2791,18,36,20,27,25,37,27,94.97678,191.5811,107.0034,139.9254,125.3887,179.9173,127.3825,0,1,5,1,1,0,0,0,0.5321696,2.675084,0.5182421,0,0,0,2,4,5,9,5,3,6,1.055298,2.128679,2.675084,4.664179,2.507774,1.458789,2.830723,1534712.32983398,5024.45380911796
53,Kingsway South,015,10327,25,32,29,23,33,31,12,264.2986,338.1591,305.3274,237.2357,332.7284,306.3544,116.2002,18,15,9,22,11,30,18,190.295,158.5121,94.75679,226.9211,110.9095,296.472,174.3004,24,23,27,31,18,25,21,253.7266,243.0519,284.2704,319.7524,181.4882,247.06,203.3504,14,21,13,15,16,13,4,148.0072,221.9169,136.8709,154.7189,161.3228,128.4712,38.73342,3,3,2,6,4,4,3,31.71583,31.70242,21.05706,61.88757,40.33071,39.5296,29.05006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2638301.24975586,8062.5123274109
54,Runnymede-Bloor West Village,089,10792,32,43,41,41,34,46,34,313.664,417.9627,394.8382,391.1841,320.8152,429.9066,315.0482,16,10,11,21,27,31,17,156.832,97.20062,105.9322,200.3626,254.765,289.7196,157.5241,24,25,22,19,22,27,30,235.248,243.0016,211.8644,181.2804,207.5863,252.3364,277.9837,14,22,16,17,20,20,7,137.228,213.8414,154.0832,162.1983,188.7149,186.9159,64.86286,1,1,1,2,2,2,3,9.802,9.720062,9.6302,19.08215,18.87148,18.69159,27.79837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9720062,0,0,0,0,0,1593977.75805664,6748.11224469082
55,Forest Hill South,101,12450,20,11,10,20,19,27,25,179.6138,99.33177,90.49773,175.5156,161.7434,222.9746,200.8032,5,12,9,12,23,20,37,44.90346,108.3619,81.44797,105.3093,195.7947,165.1664,297.1888,48,18,29,67,42,35,33,431.0732,162.5429,262.4435,587.9772,357.5381,289.0412,265.0602,1,1,2,5,8,15,5,8.980692,9.030161,18.09955,43.87889,68.10249,123.8748,40.16064,5,5,5,8,2,4,6,44.90346,45.1508,45.24887,70.20623,17.02562,33.03328,48.19277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8775779,0,0,0,2480022.93945313,7188.57417084358
56,Henry Farm,053,22545,59,62,67,69,72,82,84,403.9159,401.5544,409.4353,386.3382,370.981,391.2587,372.5882,13,11,10,15,15,22,21,88.99843,71.24352,61.10975,83.98656,77.28772,104.9718,93.14704,38,26,12,28,22,39,33,260.1492,168.3938,73.3317,156.7749,113.3553,186.0865,146.3739,2,6,4,12,9,6,6,13.69207,38.8601,24.4439,67.18925,46.37263,28.62868,26.61344,2,3,1,10,5,13,6,13.69207,19.43005,6.110975,55.99104,25.76257,62.02882,26.61344,0,1,0,1,1,0,0,0,0.6476684,0,0.5599104,0,0,0,1,5,0,1,3,5,3,0.6846033,3.238342,0,0.5599104,1.545754,2.385724,1.330672,2593263.59326172,8150.84390289742
57,Annex,095,34680,242,255,279,280,269,305,275,776.0887,812.5159,880.4595,864.0109,811.145,899.0685,792.9642,16,14,21,24,34,29,37,51.31165,44.60872,66.27114,74.05807,102.5239,85.4852,106.6897,156,109,124,117,173,212,203,500.2886,347.3107,391.3153,361.0331,521.6657,624.9263,585.3518,48,53,47,67,49,39,44,153.935,168.8759,148.3211,206.7455,147.755,114.9629,126.8743,23,19,22,31,46,41,33,73.76051,60.5404,69.42691,95.65835,138.7088,120.8584,95.15571,0,0,0,0,2,1,0,0,0,0,0,0.3015409,0.2947766,0,0,0,5,1,2,1,0,0,0,1.577884,0.3085753,0.6030818,0.2947766,0,2790356.13574219,7606.03906765328
58,Caledonia-Fairbank,109,10729,56,57,59,68,59,74,50,546.2349,555.6639,573.2608,653.9719,561.21,696.6673,466.0266,9,4,10,6,11,9,8,87.78775,38.99396,97.16284,57.7034,104.6324,84.7298,74.56426,28,19,13,10,9,9,10,273.1174,185.2213,126.3117,96.17234,85.60829,84.7298,93.20533,11,9,13,9,9,15,8,107.2961,87.7364,126.3117,86.55511,85.60829,141.2163,74.56426,5,1,1,1,1,2,2,48.77097,9.748489,9.716285,9.617234,9.512033,18.82885,18.64107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,2,0,0.9748489,0.9716284,0.9617234,3.804813,0,1.864107,1544434.55126953,4951.20832198073
59,Humber Heights-Westmount,008,12325,23,33,31,38,37,38,23,207.2446,296.0172,276.3662,330.924,314.5991,315.4051,186.6126,27,26,17,24,15,19,23,243.2871,233.2257,151.5557,209.0046,127.5402,157.7025,186.6126,19,20,23,31,29,23,9,171.202,179.4044,205.0459,269.9643,246.5777,190.9031,73.02232,12,5,11,5,5,4,2,108.1276,44.85109,98.06544,43.54263,42.51339,33.20053,16.22718,1,2,4,6,3,5,1,9.010633,17.94044,35.66016,52.25115,25.50804,41.50066,8.11359,1,0,1,1,2,0,0,0.901063254640476,0,0.891504,0.8708526,0,0,0,1,4,6,3,3,7,0,0.9010633,3.588088,5.349024,2.612558,2.550803,5.810093,0,2802679.6784668,9088.07196931288
60,Roncesvalles,086,16073,96,122,133,124,101,119,120,617.1649,786.7922,857.014,792.3323,639.0787,746.5027,746.5937,15,8,12,20,24,15,15,96.43201,51.59293,77.32457,127.7955,151.8603,94.09698,93.32421,38,37,45,48,75,95,68,244.2944,238.6173,289.9671,306.7093,474.5634,595.9476,423.0697,28,20,36,25,25,24,24,180.0064,128.9823,231.9737,159.7444,158.1878,150.5552,149.3187,2,2,3,12,5,10,4,12.8576,12.89823,19.33114,76.67731,31.63756,62.73132,24.88646,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,1,0,0,1.933114,1.916933,1.265502,1.88194,0.6221614,1504527.2824707,6163.82937233372
61,University,079,8433,136,157,154,158,139,137,86,1697.03,1973.85,1943.953,1964.685,1700.722,1649.013,1019.803,9,11,13,9,11,15,7,112.3035,138.2952,164.1,111.9125,134.5895,180.5489,83.00723,73,60,51,64,73,92,60,910.9059,754.3375,643.7768,795.822,893.1849,1107.366,711.4906,53,21,38,24,23,13,13,661.3427,264.0181,479.6768,298.4332,281.4144,156.4757,154.1563,7,10,7,4,20,8,5,87.34715,125.7229,88.36153,49.73887,244.7082,96.29273,59.29088,0,0,0,0,0,1,0,0,0,0,0,1.223541,1.203659,0,0,0,0,1,0,1,0,0,0,0,1.243472,0,1.203659,0,1405236.46240234,4971.78003806942
62,Hillcrest Village,048,18349,66,63,44,57,73,75,47,372.9656,359.7328,253.1209,323.4593,408.3916,413.9758,256.1447,14,10,23,19,25,27,25,79.11392,57.10044,132.3132,107.8198,139.8601,149.0313,136.2472,35,48,34,30,42,36,18,197.7848,274.0821,195.5934,170.2417,234.965,198.7084,98.09799,20,8,16,25,18,17,14,113.0199,45.68035,92.04395,141.8681,100.6993,93.83452,76.29844,6,5,2,4,8,6,8,33.90597,28.55022,11.50549,22.6989,44.75525,33.11806,43.59911,0,0,0,0,0,1,0,0,0,0,0,0.5594406,0.5519677,0,1,0,0,0,1,1,0,0.5650995,0,0,0,0.5594406,0.5519677,0,5395665.60131836,9570.81385044379
63,Mount Dennis,115,14703,97,102,110,101,89,92,71,699.8052,732.7586,783.9783,711.7187,619.5615,632.7808,482.8947,27,14,18,15,16,23,24,194.7911,100.5747,128.2874,105.7008,111.3818,158.1952,163.232,18,20,31,17,21,14,22,129.8608,143.6782,220.9393,119.7942,146.1887,96.29273,149.6293,26,13,34,34,10,16,19,187.5767,93.39081,242.3206,239.5885,69.61365,110.0488,129.2253,3,1,0,5,1,5,3,21.64346,7.183908,0,35.2336,6.961364,34.39026,20.404,0,0,0,0,1,3,1,0,0,0,0,2.088409,2.063416,0.6801333,3,1,3,1,4,4,1,2.164346,0.7183908,2.138123,0.704672,2.784546,2.751221,0.6801333,2129358.66479492,6852.13387716639
64,Dorset Park,126,27051,135,168,196,193,201,165,129,528.8725,656.2756,760.9286,740.7407,761.306,617.3071,476.877,48,39,43,43,82,60,71,188.0436,152.3497,166.9384,165.0355,310.5825,224.4753,262.4672,91,83,71,88,66,57,71,356.4993,324.2314,275.6425,337.7471,249.9811,213.2515,262.4672,35,39,58,35,37,38,24,137.1151,152.3497,225.1728,134.3312,140.1409,142.1677,88.72131,6,10,12,4,15,8,5,23.50545,39.06403,46.58747,15.35214,56.81388,29.93004,18.4836,0,0,0,1,0,2,0,0,0,0,0.3838035,0.7575184,0.748251,0,1,4,10,7,7,8,7,0.3917574,1.562561,3.882289,2.686625,2.651314,2.993004,2.587705,6012087.72290039,10566.8988495568
65,Edenbridge-Humber Valley,009,17619,25,23,29,27,24,34,32,158.9421,145.3029,181.6132,164.9762,142.9593,197.594,181.6221,26,22,28,18,18,23,37,165.2998,138.9854,175.3507,109.9841,107.2194,133.6665,210.0006,43,40,46,42,45,53,23,273.3804,252.7007,288.0761,256.6296,268.0486,308.0142,130.5409,6,7,4,3,5,3,8,38.1461,44.22263,25.0501,18.33068,29.78318,17.43476,45.40553,3,4,2,4,5,10,1,19.07305,25.27007,12.52505,24.44091,29.78318,58.11588,5.675691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,1.878757,0,0,1.162318,0.5675691,5511577.81665039,11180.4121454001
66,Dovercourt-Wallace Emerson-Junction,093,40355,227,224,264,265,269,289,256,609.0526,595.4596,693.4777,686.3862,685.8046,725.93,634.37,28,30,30,32,43,37,63,75.12543,79.74905,78.80428,82.88438,109.6268,92.93914,156.1145,75,68,78,90,141,186,155,201.2288,180.7645,204.8911,233.1123,359.4738,467.2076,384.0912,55,53,42,70,58,51,39,147.5678,140.89,110.326,181.3096,147.8687,128.1053,96.6423,10,8,11,8,13,8,12,26.83051,21.26641,28.8949,20.72109,33.14297,20.09495,29.73609,1,3,0,2,0,2,0,0.268305116578573,0.7974905,0,0.5180274,0.5098919,0.5023737,0,0,2,1,3,3,3,5,0,0.5316604,0.2626809,0.777041,0.7648379,0.7535606,1.239004,3725825.31616211,9225.59097159933
